,code,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,continent,cc,country_name,country,per_capita,cumulative,pop,gdp
48,CRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28600000000000003,0.311,0.38799999999999996,0.43200000000000005,0.40700000000000003,0.348,0.484,0.462,0.447,0.385,0.491,0.491,0.55,0.601,0.674,0.846,0.992,0.875,1.036,1.146,1.249,1.527,1.761,2.043,1.9040000000000001,2.036,2.082,2.6069999999999998,2.912,2.781,2.448,2.2359999999999998,2.0709999999999997,2.089,1.9809999999999999,2.242,2.5780000000000003,2.7239999999999998,2.906,2.9330000000000003,2.912,3.287,3.741,3.891,5.2,4.802,4.687,4.917,5.235,5.439,5.394,5.666,6.245,6.582999999999999,6.8420000000000005,6.723,7.006,7.961,7.9910000000000005,7.749,7.494,7.309,7.2589999999999995,7.632999999999999,7.749,7.407,7.9239999999999995,8.235,8.249,8.508,North America,,"Costa Rica, Republic of",Costa Rica,0.302,0.28600000000000003,946000.0,2475284992.0
49,CUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.084,0.084,0.087,0.109,0.16699999999999998,0.18899999999999997,0.182,0.182,5.605,6.468999999999999,6.282,6.191,5.949,6.777,5.8420000000000005,13.866,17.995,15.665,13.687000000000001,12.168,14.155,13.026,14.279000000000002,14.594000000000001,15.169,15.737,16.02,17.243,18.654,19.588,20.776,22.374000000000002,22.885,27.035999999999998,27.180999999999997,29.345,30.619,31.631999999999998,31.304000000000002,32.626999999999995,34.421,30.697,32.437,32.405,33.375,33.733000000000004,35.399,35.513000000000005,32.736,28.899,21.02,19.787,21.287,25.586,26.872,24.509,24.357,25.183000000000003,25.944000000000003,25.331999999999997,25.965999999999998,25.355,24.866,25.848000000000003,26.326999999999998,25.761999999999997,27.747,28.016,33.915,29.169,29.522,27.748,27.426,29.053,28.0,25.131,26.084,25.988000000000003,North America,,"Cuba, Republic of",Cuba,0.016,0.076,4742907.0,14836634624.0
50,CXR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.084,0.084,0.07,0.125,0.136,0.125,0.092,0.092,0.099,0.099,0.10300000000000001,0.073,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Asia,AS,Christmas Island,Christmas Island,0.0,0.07,0.0,0.0
51,CYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.282,0.315,0.366,0.44299999999999995,0.451,0.674,0.8170000000000001,0.765,0.831,0.8859999999999999,0.8640000000000001,0.905,0.985,1.0,1.15,1.242,1.3619999999999999,1.6219999999999999,1.67,1.703,1.8840000000000001,2.406,2.503,1.929,1.9909999999999999,2.487,2.699,2.844,3.045,3.26,3.095,3.156,3.1510000000000002,3.234,3.1439999999999997,3.605,4.184,4.197,4.428999999999999,4.657,5.147,5.523,5.767,6.011,5.882000000000001,6.233,6.321000000000001,6.615,6.882000000000001,7.146,7.021,7.211,7.606,7.841,8.031,8.222999999999999,8.539,8.707,8.454,8.089,7.7589999999999995,7.235,6.553999999999999,6.935,6.96,7.367999999999999,7.516,7.332999999999999,7.316,Europe,EU,"Cyprus, Republic of",Cyprus,0.541,0.267,494000.0,1771484032.0
52,CYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.282,0.315,0.366,0.44299999999999995,0.451,0.674,0.8170000000000001,0.765,0.831,0.8859999999999999,0.8640000000000001,0.905,0.985,1.0,1.15,1.242,1.3619999999999999,1.6219999999999999,1.67,1.703,1.8840000000000001,2.406,2.503,1.929,1.9909999999999999,2.487,2.699,2.844,3.045,3.26,3.095,3.156,3.1510000000000002,3.234,3.1439999999999997,3.605,4.184,4.197,4.428999999999999,4.657,5.147,5.523,5.767,6.011,5.882000000000001,6.233,6.321000000000001,6.615,6.882000000000001,7.146,7.021,7.211,7.606,7.841,8.031,8.222999999999999,8.539,8.707,8.454,8.089,7.7589999999999995,7.235,6.553999999999999,6.935,6.96,7.367999999999999,7.516,7.332999999999999,7.316,Asia,AS,"Cyprus, Republic of",Cyprus,0.541,0.267,494000.0,1771484032.0
53,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203,0.667,1.133,1.6,2.066,2.533,2.9989999999999997,3.463,3.93,4.396,4.863,5.33,5.792999999999999,6.26,6.726,7.193,12.434000000000001,13.064,13.695,14.717,15.591,16.465999999999998,16.838,17.985,18.577,19.505,20.504,21.537,23.084,24.44,26.136999999999997,27.096999999999998,27.508000000000003,28.119,28.825,29.916,30.651999999999997,32.441,33.166,34.027,33.779,35.296,35.768,36.44,36.796,37.879,39.556,41.571999999999996,42.339,42.081,41.641999999999996,42.17,44.869,46.931999999999995,42.786,42.692,45.438,42.728,36.429,34.415,34.132,32.78,29.255,30.921999999999997,37.954,35.718,36.215,38.865,40.92,45.773999999999994,40.349000000000004,37.751999999999995,32.904,30.094,30.06,30.945999999999998,33.623000000000005,40.726,46.67100000000001,51.275,57.791000000000004,58.168,62.736999999999995,69.266,66.043,35.049,43.619,49.498999999999995,53.497,56.238,57.901,61.7,65.971,68.375,73.021,75.797,81.334,84.948,92.81700000000001,92.90100000000001,99.081,107.54,114.601,120.555,125.464,122.249,121.559,121.305,126.915,134.735,154.476,162.03,163.503,164.15099999999998,166.02900000000002,173.701,180.447,185.832,187.493,182.576,184.69,182.65599999999998,180.86,181.08599999999998,187.18599999999998,184.62099999999998,185.877,183.658,180.611,172.312,164.204,148.894,144.619,138.637,132.376,131.608,134.963,130.733,125.318,116.62299999999999,127.066,126.958,123.896,127.383,128.114,125.67200000000001,126.449,128.264,122.941,115.194,117.501,115.06,110.955,106.427,104.05,104.815,106.62899999999999,105.64200000000001,104.411,101.01,Europe,EU,Czech Republic,Czechia,0.032,0.203,6388450.0,0.0
54,DEU,3.2760000000000002,3.3819999999999997,3.532,3.6310000000000002,4.034,3.2319999999999998,4.338,4.188,4.54,4.54,3.6310000000000002,4.793,4.591,3.448,4.378,4.4110000000000005,4.9319999999999995,5.192,5.95,6.632000000000001,7.02,9.175,9.548,10.882,10.3,10.882,12.610999999999999,13.187000000000001,13.839,12.828,13.623,15.14,16.869,19.174,20.76,24.366,28.616,30.924,32.939,35.61,33.808,36.395,41.33,45.54,49.383,56.641999999999996,63.468,62.907,69.154,74.368,77.593,76.64,85.34899999999999,92.109,98.367,71.595,101.51799999999999,103.43799999999999,101.302,104.545,110.84700000000001,124.50299999999999,134.264,143.665,153.093,157.526,161.183,163.033,170.391,186.347,198.84900000000002,208.232,220.84,214.989,220.71200000000002,229.498,238.285,256.26,273.55400000000003,285.378,303.284,326.759,325.557,319.189,343.599,356.12199999999996,382.324,361.93699999999995,442.18300000000005,446.642,445.57199999999995,445.36699999999996,458.586,499.121,535.0830000000001,497.92699999999996,462.906,500.69699999999995,524.5790000000001,503.423,387.42800000000005,429.208,473.18,455.461,331.92900000000003,451.793,458.066,413.23699999999997,481.043,504.85699999999997,538.942,461.711,385.58,347.306,364.838,408.62,452.333,499.634,563.513,601.273,648.625,654.325,660.793,667.8989999999999,679.43,600.273,116.065,271.682,317.66,377.816,432.148,510.68199999999996,576.866,610.981,623.492,659.732,723.498,766.191,777.908,756.3789999999999,755.795,813.95,834.84,883.169,945.498,968.9169999999999,960.102,951.422,936.2289999999999,984.791,1052.001,1026.022,1037.236,1041.48,1085.736,1062.724,1002.444,1090.837,1052.604,1079.127,1117.882,1100.059,1048.517,1015.727,1011.597,1033.237,1044.11,1047.463,1032.434,1029.014,1008.7810000000001,1052.349,1014.2,965.89,956.2330000000001,939.63,939.177,959.1239999999999,931.23,923.2760000000001,895.643,899.78,916.3660000000001,899.821,900.8660000000001,886.966,866.3889999999999,877.997,851.383,854.706,790.196,832.67,809.427,813.893,831.316,792.685,795.816,800.51,786.655,755.362,701.955,Europe,EU,"Germany, Federal Republic of",Germany,0.0,0.469,0.0,0.0
55,DJI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.026000000000000002,0.026000000000000002,0.028999999999999998,0.033,0.037000000000000005,0.028999999999999998,0.044000000000000004,0.048,0.037000000000000005,0.04,0.044000000000000004,0.048,0.066,0.084,0.121,0.139,0.08800000000000001,0.121,0.084,0.139,0.161,0.191,0.18,0.19399999999999998,0.198,0.198,0.198,0.20199999999999999,0.363,0.348,0.3,0.348,0.348,0.35200000000000004,0.359,0.377,0.38799999999999996,0.348,0.38799999999999996,0.322,0.337,0.337,0.337,0.33,0.33,0.33299999999999996,0.348,0.341,0.341,0.366,0.366,0.39899999999999997,0.42100000000000004,0.40700000000000003,0.414,0.41,0.462,0.498,0.45799999999999996,0.517,0.473,0.48,0.556,0.373,0.446,0.39799999999999996,0.38,0.39,0.39899999999999997,Africa,AF,"Djibouti, Republic of",Djibouti,0.177,0.011000000000000001,62000.0,336144992.0
56,DMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.006999999999999999,0.004,0.004,0.004,0.004,0.004,0.006999999999999999,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.015,0.015,0.015,0.015,0.022000000000000002,0.022000000000000002,0.018000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.026000000000000002,0.026000000000000002,0.033,0.037000000000000005,0.037000000000000005,0.04,0.04,0.044000000000000004,0.048,0.048,0.048,0.055,0.059000000000000004,0.059000000000000004,0.059000000000000004,0.059000000000000004,0.062,0.066,0.081,0.073,0.081,0.077,0.081,0.10300000000000001,0.11,0.10300000000000001,0.11699999999999999,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.183,0.165,0.161,0.172,0.154,0.165,0.16899999999999998,0.17600000000000002,0.17600000000000002,0.18,0.161,0.166,0.162,North America,,"Dominica, Commonwealth of",Dominica,0.07,0.004,52000.0,135928000.0
57,DNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.158,0.209,0.22699999999999998,0.172,0.311,0.271,0.341,0.311,0.33299999999999996,0.359,0.45799999999999996,0.45399999999999996,0.649,0.6629999999999999,0.491,0.627,0.542,0.784,0.6779999999999999,0.755,0.649,1.015,0.938,0.9159999999999999,1.085,0.945,1.143,1.187,1.14,1.15,1.242,1.4580000000000002,1.5430000000000001,1.524,1.4469999999999998,1.6340000000000001,1.861,1.9709999999999999,2.114,2.4290000000000003,2.418,2.535,2.4290000000000003,2.492,2.803,2.9930000000000003,2.8689999999999998,3.085,3.1689999999999996,2.997,3.4,3.525,4.313,4.624,4.803999999999999,5.251,5.148,5.36,5.502999999999999,5.727,6.178,6.0089999999999995,6.544,5.832999999999999,7.236000000000001,8.006,7.35,7.83,9.285,9.526,9.765,10.453,10.215,7.434,8.676,8.237,7.192,6.792999999999999,9.651,10.527000000000001,12.34,10.720999999999998,10.468,13.325999999999999,12.557,15.125,13.806,14.321,13.427,13.370999999999999,14.642000000000001,15.25,15.777999999999999,16.295,14.630999999999998,16.302,14.823,17.399,16.472,20.622,20.281,14.043,17.644000000000002,21.454,17.070999999999998,16.88,21.988000000000003,21.921,22.899,23.151,25.576999999999998,27.065,26.372,24.9,26.791,26.034000000000002,29.75,31.701999999999998,36.89,40.668,43.147,44.293,50.078,49.026,53.273,59.343,62.038999999999994,57.00899999999999,59.593999999999994,59.222,55.042,55.745,60.102,61.817,61.096000000000004,62.978,60.348,51.773,53.684,50.167,50.856,60.065,58.906000000000006,58.346000000000004,55.111000000000004,48.808,53.553000000000004,64.169,58.361000000000004,60.608000000000004,64.67,61.582,74.83,65.43,61.199,58.619,54.277,55.865,55.527,60.614,55.066,51.495,59.417,54.643,51.223,48.821000000000005,49.152,44.196999999999996,39.824,41.73,37.527,35.181,36.989000000000004,34.722,34.650999999999996,32.075,Europe,EU,"Denmark, Kingdom of",Denmark,0.096,0.136,1405429.0,2751984128.0
58,DOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.022000000000000002,0.025,0.348,0.359,0.593,0.619,0.626,0.915,0.985,1.032,1.065,1.113,1.04,1.0290000000000001,1.2409999999999999,1.249,1.7469999999999999,1.545,1.67,1.567,2.347,2.6510000000000002,3.105,3.5189999999999997,4.669,5.959,6.41,6.332999999999999,6.322,5.599,5.43,6.7860000000000005,6.4270000000000005,6.135,6.303,7.8660000000000005,7.39,7.242000000000001,8.121,9.687000000000001,9.74,10.258,9.152000000000001,9.953,10.822000000000001,11.667,12.377,15.770999999999999,17.198,17.905,18.249000000000002,18.384,19.594,19.594,21.462,21.623,17.843,17.904,19.087,19.95,20.269000000000002,19.814,20.574,21.319000000000003,21.494,21.05,21.646,23.488000000000003,24.629,24.255,25.305,27.379,North America,,Dominican Republic,Dominican Republic,0.004,0.006999999999999999,2034523.0,0.0
59,DZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.006999999999999999,0.018000000000000002,0.018000000000000002,0.022000000000000002,0.026000000000000002,0.026000000000000002,0.015,0.028999999999999998,0.033,0.04,0.059000000000000004,0.073,0.08,0.084,0.099,0.113,0.121,0.139,0.132,0.051,0.069,0.033,0.161,0.23800000000000002,0.311,0.498,0.469,0.498,0.615,0.762,0.743,0.802,0.9079999999999999,3.784,4.131,3.889,3.9989999999999997,4.152,4.607,4.995,5.537000000000001,5.2139999999999995,5.657,6.151,6.056,5.6610000000000005,5.419,5.643,6.5889999999999995,8.421,8.432,9.05,11.263,15.059000000000001,18.65,28.323,38.277,31.877,32.001,39.131,41.845,62.455,45.54600000000001,66.416,46.342,39.173,52.504,70.947,72.609,76.08,83.884,83.708,79.808,76.737,78.805,79.882,81.94200000000001,86.147,94.98200000000001,96.786,87.00399999999999,106.62100000000001,91.66799999999999,87.443,83.781,89.40700000000001,91.04799999999999,87.853,106.473,100.20100000000001,108.4,109.03200000000001,120.186,117.814,119.807,128.11,132.435,143.221,150.81799999999998,148.839,153.44799999999998,164.30900000000003,171.707,Africa,AF,"Algeria, People's Democratic Republic of",Algeria,0.001,0.004,5765808.0,0.0
60,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.037000000000000005,0.044000000000000004,0.07,0.092,0.23399999999999999,0.473,0.601,0.6779999999999999,0.7659999999999999,0.711,0.725,0.733,0.784,0.8759999999999999,0.975,1.03,1.07,1.088,0.7290000000000001,1.051,1.055,1.3259999999999998,1.227,1.103,1.158,1.286,1.301,0.74,0.703,0.894,0.82,0.963,1.198,1.296,1.1320000000000001,1.3219999999999998,1.2930000000000001,1.7619999999999998,1.6440000000000001,1.564,1.794,2.142,2.274,2.417,2.589,3.113,3.589,4.2780000000000005,4.218999999999999,4.5889999999999995,5.256,6.084,7.355,8.101,7.472,10.405999999999999,12.14,13.407,16.653,19.235,19.503,21.19,19.352999999999998,15.194,15.022,17.169,20.154,16.458,16.158,21.96,24.087,13.539000000000001,22.698,24.025,18.205,22.315,21.365,20.563000000000002,22.939,24.753,26.748,28.785999999999998,29.97,28.895,33.685,29.573,32.503,34.825,37.398,37.153,39.361999999999995,43.208,40.64,39.505,39.238,41.818000000000005,40.54,South America,SA,"Ecuador, Republic of",Ecuador,0.013999999999999999,0.026000000000000002,1823759.0,2294244096.0
