,code,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,continent,cc,country_name,country,per_capita,cumulative,pop,gdp
107,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.008,0.01,0.012,0.015,0.018000000000000002,0.026000000000000002,0.032,0.027000000000000003,0.0,0.026000000000000002,0.031,0.04,0.043,0.044000000000000004,0.053,0.055999999999999994,0.08900000000000001,0.095,0.099,0.114,0.131,0.12300000000000001,0.131,0.154,0.182,0.242,0.284,0.33299999999999996,0.35700000000000004,0.47700000000000004,0.623,0.802,0.894,0.987,0.956,1.01,0.004,0.48700000000000004,0.898,1.671,2.176,2.184,2.924,3.4619999999999997,4.6930000000000005,5.159,6.445,7.555,8.214,9.009,11.220999999999998,12.54,14.449000000000002,17.262,21.083000000000002,22.195,24.978,29.982,35.113,37.196999999999996,42.468,53.716,58.55,60.277,73.032,75.633,81.78399999999999,93.271,105.69200000000001,113.402,133.219,134.889,139.778,141.983,151.03799999999998,164.049,178.485,182.672,192.94,222.308,236.248,247.438,262.038,282.194,321.83799999999997,344.264,373.99199999999996,401.53,427.786,363.548,398.325,445.441,448.551,463.62800000000004,462.407,478.606,459.346,465.606,493.353,505.783,506.764,565.961,588.404,583.632,591.54,586.548,595.394,617.96,620.61,634.934,611.263,Asia,AS,"Korea, Republic of",South Korea,0.0,0.001,10006818.0,0.0
108,KWT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.455,6.749,0.337,1.063,0.385,0.11699999999999999,-0.436,-0.051,1.403,1.847,1.041,2.198,3.69,3.8,7.797000000000001,9.972999999999999,14.279000000000002,17.012,25.315,35.391,35.123000000000005,25.421,22.424,26.809,25.021,27.116999999999997,27.612,24.223000000000003,19.312,16.813,18.456,17.201,20.971999999999998,17.628,24.616,25.14,21.09,21.541,28.285,29.07,35.23,31.378,32.825,35.772,37.806,14.915,29.647,49.129,55.226000000000006,54.589,49.913999999999994,54.67100000000001,51.56100000000001,53.821999999999996,53.38399999999999,57.485,57.98,59.623000000000005,63.108000000000004,71.166,73.389,74.875,82.29799999999999,86.955,89.272,86.26299999999999,100.073,93.583,91.03299999999999,96.265,101.574,104.78399999999999,104.21799999999999,107.53200000000001,Asia,AS,"Kuwait, State of",Kuwait,17.095,2.455,143604.0,0.0
109,LAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.059000000000000004,0.059000000000000004,0.073,0.077,0.081,0.114,0.132,0.147,0.172,0.18,0.23399999999999999,0.319,0.16899999999999998,0.319,0.5720000000000001,0.42100000000000004,0.48700000000000004,0.517,0.293,0.253,0.22399999999999998,0.231,0.231,0.22399999999999998,0.187,0.15,0.158,0.18,0.183,0.205,0.209,0.213,0.213,0.231,0.513,0.546,0.593,0.608,0.633,0.67,0.7509999999999999,0.7909999999999999,0.82,0.846,0.958,1.061,1.163,1.217,1.2790000000000001,1.337,1.7530000000000001,1.831,2.127,2.6639999999999997,3.0,3.167,3.398,4.007,4.329,8.806000000000001,14.261,17.914,32.262,32.815,Asia,AS,Lao People's Democratic Republic,Laos,0.013999999999999999,0.026000000000000002,1891000.0,1364589056.0
110,LBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.011000000000000001,0.015,0.0,0.051,0.057999999999999996,0.062,0.062,0.057999999999999996,0.022000000000000002,0.022000000000000002,0.349,0.036000000000000004,0.065,0.073,0.073,0.084,0.102,0.11599999999999999,1.5119999999999998,1.4569999999999999,1.175,1.248,1.307,1.621,1.885,2.064,1.98,2.448,2.576,2.679,2.8510000000000004,3.023,3.261,3.312,3.623,3.565,3.693,4.343999999999999,3.9410000000000003,5.301,5.653,7.067,7.087999999999999,6.265,5.9239999999999995,5.386,5.496,5.785,5.89,5.843999999999999,5.718999999999999,6.942,6.712999999999999,7.765,7.478,7.67,7.346,7.721,7.867999999999999,8.115,9.727,10.355,11.110999999999999,12.255,12.753,15.099,16.285999999999998,16.429000000000002,15.466,16.406,16.245,18.528,17.208,16.654,14.792,13.75,17.419,20.958000000000002,19.997,20.264,22.331999999999997,22.163,23.781,25.77,26.502,27.935,27.565,28.201999999999998,Asia,AS,"Lebanon, Lebanese Republic",Lebanon,0.004,0.004,887011.0,0.0
111,LBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.044000000000000004,0.055,0.059000000000000004,0.10300000000000001,0.059000000000000004,0.048,0.084,0.161,0.14300000000000002,0.165,0.161,0.253,0.355,0.484,0.557,0.612,0.612,0.883,1.271,1.4509999999999998,1.524,1.506,1.48,1.722,1.484,1.476,1.4709999999999999,1.5030000000000001,1.942,2.0380000000000003,1.935,0.597,0.7070000000000001,0.695,0.716,0.723,0.758,0.809,0.66,0.46799999999999997,0.37,0.38799999999999996,0.424,0.42100000000000004,0.424,0.435,0.45399999999999996,0.483,0.391,0.42200000000000004,0.44799999999999995,0.435,0.467,0.545,0.6559999999999999,0.6729999999999999,0.628,0.535,0.475,0.7609999999999999,0.852,0.9640000000000001,0.877,1.1909999999999998,1.205,1.358,1.215,1.274,1.3219999999999998,Africa,AF,"Liberia, Republic of",Liberia,0.051,0.048,930000.0,627064000.0
112,LBY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.16899999999999998,0.165,0.249,0.3,0.429,0.33,0.311,0.35200000000000004,0.43200000000000005,0.6920000000000001,1.194,1.048,1.462,0.6629999999999999,1.015,2.627,18.492,30.114,35.522,32.305,21.628,15.22,14.575,9.338,11.568,17.887999999999998,20.052,21.155,25.926,26.781,28.668000000000003,30.565,30.146,28.276,31.002,33.895,32.348,36.16,37.069,36.513000000000005,42.619,37.025,38.709,43.753,45.691,43.797,44.707,45.159,44.303000000000004,46.793,47.773999999999994,47.472,48.781000000000006,49.956,51.696000000000005,52.666000000000004,49.34,55.341,57.196000000000005,61.122,39.265,52.409,55.339,58.361000000000004,50.843999999999994,42.839,43.729,45.206,46.428000000000004,Africa,AF,Libyan Arab Jamahiriya,Libya,0.127,0.14300000000000002,1125000.0,2859936000.0
113,LCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.011000000000000001,0.006999999999999999,0.011000000000000001,0.006999999999999999,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.015,0.018000000000000002,0.018000000000000002,0.022000000000000002,0.022000000000000002,0.026000000000000002,0.028999999999999998,0.033,0.037000000000000005,0.062,0.066,0.07,0.077,0.081,0.073,0.077,0.084,0.07,0.099,0.15,0.114,0.095,0.114,0.10300000000000001,0.114,0.128,0.132,0.147,0.165,0.165,0.161,0.16899999999999998,0.15,0.231,0.256,0.308,0.322,0.304,0.293,0.33299999999999996,0.348,0.348,0.289,0.37,0.37,0.337,0.366,0.293,0.3,0.33,0.366,0.33299999999999996,0.33,0.308,0.348,0.359,0.33299999999999996,0.35200000000000004,0.36200000000000004,0.353,North America,,Saint Lucia,Saint Lucia,0.044000000000000004,0.004,83000.0,155472000.0
114,LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19899999999999998,0.20600000000000002,0.207,0.215,0.201,0.204,0.20600000000000002,0.218,0.22899999999999998,0.22699999999999998,0.217,0.215,0.22,0.22899999999999998,0.22899999999999998,0.22899999999999998,0.231,0.201,0.22,0.205,0.191,0.177,0.185,0.193,0.161,0.16,0.15,0.156,0.14400000000000002,0.146,Europe,EU,"Liechtenstein, Principality of",Liechtenstein,6.861000000000001,0.19899999999999998,29000.0,0.0
115,LKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6269999999999998,1.546,1.9380000000000002,2.066,1.784,1.663,1.4180000000000001,2.319,1.949,2.055,2.2569999999999997,2.334,2.5610000000000004,2.532,2.271,2.656,2.66,2.945,3.238,4.315,3.593,3.193,3.5380000000000003,3.6839999999999997,2.929,2.8930000000000002,2.799,2.911,3.4360000000000004,3.8089999999999997,3.389,4.006,4.467,4.855,3.852,3.917,3.66,4.027,3.457,3.447,3.8289999999999997,4.137,5.106,4.976,5.436,5.815,6.97,7.52,7.736000000000001,8.517999999999999,10.134,10.327,10.947000000000001,10.952,12.145999999999999,11.935,11.794,12.151,11.988,12.943,13.05,14.887,15.798,14.677999999999999,17.69,19.83,23.028000000000002,22.984,22.973000000000003,24.840999999999998,Asia,AS,"Sri Lanka, Democratic Socialist Republic of",Sri Lanka,0.204,1.6269999999999998,7971000.0,10983113728.0
116,LSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.473,1.528,1.587,1.6340000000000001,1.6740000000000002,1.7069999999999999,1.7369999999999999,1.77,1.8030000000000002,1.825,1.85,1.876,1.905,1.931,1.982,2.012,2.037,2.074,2.125,2.217,2.275,2.327,2.396,2.4219999999999997,2.4290000000000003,2.327,2.36,2.528,2.426,2.2230000000000003,Africa,AF,"Lesotho, Kingdom of",Lesotho,0.8640000000000001,1.473,1704000.0,2840603904.0
117,LTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.004,0.004,0.006,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.008,0.008,0.024,0.027000000000000003,0.023,0.031,0.034,0.045,0.047,0.044000000000000004,0.053,0.061,0.076,0.077,0.10099999999999999,0.10400000000000001,0.122,0.128,0.135,0.154,0.156,0.17,0.174,0.184,0.192,0.20800000000000002,0.235,0.259,0.27399999999999997,0.321,0.327,0.376,0.38299999999999995,0.44299999999999995,0.49700000000000005,0.5760000000000001,0.653,0.67,0.647,0.633,0.7040000000000001,0.629,0.7170000000000001,0.8029999999999999,0.8079999999999999,0.853,0.8370000000000001,0.867,0.983,1.067,0.963,0.884,0.9420000000000001,0.867,0.34600000000000003,0.295,0.26899999999999996,0.292,0.35600000000000004,0.39399999999999996,0.469,0.46299999999999997,0.6709999999999999,0.8340000000000001,0.927,0.9990000000000001,1.358,1.631,1.837,2.053,2.483,2.8110000000000004,3.2239999999999998,3.2969999999999997,3.4789999999999996,3.522,4.2219999999999995,3.7089999999999996,2.015,2.103,3.049,3.23,3.63,4.372,4.6530000000000005,5.29,5.898,6.392,6.846,7.242999999999999,7.9110000000000005,8.971,9.836,10.764000000000001,11.491,12.082,12.582,12.975999999999999,13.62,14.606,15.533,16.477999999999998,17.403,18.197,18.708,19.482,20.491999999999997,21.774,22.94,23.94,24.885,26.193,27.230999999999998,28.186999999999998,29.171999999999997,29.435,30.622,30.076999999999998,30.659000000000002,31.138,31.455,33.937,34.084,34.02,34.961,34.234,35.772,37.852,21.201,16.348,15.788,15.084000000000001,15.758,15.182,16.04,13.477,11.874,12.620999999999999,12.69,12.68,13.272,14.091,14.408,15.798,15.179,13.023,13.927,14.270999999999999,14.331,13.34,13.087,13.297,13.328,13.546,13.669,13.482999999999999,Europe,EU,"Lithuania, Republic of",Lithuania,0.0,0.0,854817.0,0.0
118,LUX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.036000000000000004,0.044000000000000004,0.051,0.057999999999999996,7.419,9.009,9.401,8.654,8.782,9.885,10.368,10.837,10.086,10.42,11.508,11.581,11.540999999999999,11.437999999999999,12.296,12.193,11.61,11.35,12.259,13.182,13.735,13.195,13.495,14.177999999999999,14.427999999999999,11.868,11.867,10.959000000000001,11.887,12.17,11.082,9.496,8.935,8.376,9.017000000000001,9.249,9.128,8.835,9.127,9.876,11.847999999999999,12.466,12.232000000000001,12.373,11.564,9.17,9.22,8.573,7.695,8.148,8.732000000000001,9.226,10.003,10.475999999999999,11.844000000000001,12.105,11.936,11.334000000000001,11.195,10.648,11.219000000000001,11.115,10.850999999999999,10.304,9.825,9.333,9.08,9.25,9.568999999999999,9.785,Europe,EU,"Luxembourg, Grand Duchy of",Luxembourg,0.08900000000000001,0.025,286758.0,0.0
119,LVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.013000000000000001,0.015,0.012,0.017,0.018000000000000002,0.024,0.025,0.023,0.027999999999999997,0.033,0.040999999999999995,0.042,0.054000000000000006,0.055999999999999994,0.065,0.069,0.07200000000000001,0.08199999999999999,0.084,0.091,0.094,0.099,0.10300000000000001,0.111,0.126,0.139,0.147,0.172,0.17600000000000002,0.20199999999999999,0.205,0.23800000000000002,0.266,0.309,0.35,0.359,0.34700000000000003,0.34,0.37799999999999995,0.337,0.385,0.431,0.433,0.45799999999999996,0.449,0.465,0.527,0.573,0.517,0.474,0.505,0.465,0.18600000000000003,0.158,0.145,0.157,0.191,0.21100000000000002,0.252,0.248,0.36,0.447,0.508,0.5529999999999999,0.764,0.91,1.01,1.125,1.367,1.5419999999999998,1.778,1.824,1.94,1.966,2.262,1.9880000000000002,1.081,1.128,1.636,1.732,1.946,2.343,2.4930000000000003,2.8339999999999996,3.159,3.424,3.6660000000000004,3.8789999999999996,4.236000000000001,4.803999999999999,5.267,5.763999999999999,6.152,6.468,6.734,6.945,7.289,7.817,8.312999999999999,8.818999999999999,9.312999999999999,9.738,10.012,10.427,10.967,11.644,12.255999999999998,12.78,13.273,13.958,14.5,14.998,15.517000000000001,15.648,16.269000000000002,15.966,16.269000000000002,16.508,16.660999999999998,17.97,18.025,17.962,18.447,18.044,19.504,17.783,14.08,11.819,10.297,9.09,9.17,8.646,8.281,7.696000000000001,7.065,7.474,7.502999999999999,7.723,7.728,7.807,8.306000000000001,8.632,8.193,7.452000000000001,8.549,7.805,7.515,7.382000000000001,7.183,7.273,7.221,7.223,7.859,8.262,Europe,EU,"Latvia, Republic of",Latvia,0.0,0.0,648400.0,0.0
