country,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Cook Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10992.0,10992.0,10992.0,10992.0,10992.0,10992.0,14656.0,14656.0,29312.0,29312.0,25648.0,29312.0,65952.0,51296.0,51296.0,21984.0,21984.0,21984.0,21984.0,21984.0,21984.0,36640.0,36640.0,36640.0,40304.0,40304.0,40304.0,47632.0,47632.0,47632.0,47632.0,47632.0,32976.0,29312.0,32976.0,54960.0,62288.0,65952.0,65952.0,69616.0,69616.0,69616.0,69616.0,69616.0,69616.0,69616.0,75970.18,76840.72,82045.41
Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285792.0,311440.0,388384.0,432352.0,406704.0,348080.0,483648.0,461664.0,447008.0,384720.0,490976.0,490976.0,549600.0,600896.0,674057.14,845908.55,992468.55,875250.26,1036377.11,1146178.25,1248681.1,1527026.24,1761314.23,2043412.51,1904091.36,2035846.78,2081854.81,2607418.81,2912043.02,2780982.11,2448460.63,2236213.07,2070621.59,2088812.72,1980949.5,2242454.76,2577534.22,2723861.23,2905921.72,2933345.04,2911985.11,3287264.73,3741219.45,3890999.09,5200333.82,4801885.39,4686736.51,4916664.62,5235459.46,5438996.29,5394476.45,5665918.37,6226436.24,6528540.71,6798004.42,6687160.05,6965280.63,7891665.56,7910460.14,7679255.64,7428009.93,7584437.06,7606994.24,7431224.07,7587062.64,8172100.49,8565684.25,8695008.05
Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498304.0,545936.0,461664.0,553264.0,586240.0,622880.0,762112.0,1172480.0,1238432.0,1359344.0,1597504.0,1890624.0,2242368.0,2454880.0,2711360.0,2876240.0,3242640.0,3986432.0,3960784.0,4052384.0,4814496.0,5419056.0,5569280.0,3865520.0,5554624.0,4517712.0,5133264.0,6983584.0,5576608.0,7349984.0,8804592.0,8265984.0,4781520.0,4308864.0,3843536.0,5092960.0,4132992.0,6115216.0,7335328.0,7012896.0,6584208.0,5939344.0,6463296.0,7397616.0,6957936.0,5133264.0,7335328.0,7496544.0,6811376.0,6536576.0,6591536.0,5514320.0,6063920.0,6346048.0,8342928.0,9530064.0,9738912.0,10854109.16,10757541.88,11724407.8
Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5250921.26,5735743.52,6012314.17,6169554.75,6863339.27,7776101.54,8000811.07,7927902.63,8007744.98,8564316.81,8879608.22,11604860.8,12499703.01,11704120.82,13974443.04,14024534.8,14622544.18,15078553.86,14645846.87,16356908.44,17783108.95,17467439.54,19001425.27,17429748.13,18771301.13,19798306.62,20192918.67,21082648.24,20939562.66,21669887.48,21617050.25,23441965.06,17304185.2,16632547.36,17103715.58,16361217.01,17040096.64,17629209.16,18692941.57,19398242.43,20241737.06,19815735.27,20966698.0,22053970.71,23386284.52,23044755.76,23489533.94,23725639.0,25056225.05,23785297.02,21995506.09,21245083.26,20801673.51,19242973.03,18588178.03,17850672.4,17996567.99,18221474.35,17181602.46
Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76944.0,84272.0,84272.0,87936.0,109920.0,168544.0,190528.0,183200.0,183200.0,5605920.0,6470624.0,6283760.0,6192160.0,5950336.0,6778400.0,5844080.0,13868240.0,17997568.0,15664738.15,13687099.34,12168301.52,14154546.11,13025915.25,14279003.25,14594136.97,15169384.97,15736880.0,16019522.11,17243298.11,18654086.69,19588376.98,20776264.82,22373649.96,22885332.17,27035574.4,27180988.99,29345047.27,30619047.7,31632105.47,31304262.17,32627305.4,34420637.59,30696982.47,32437319.32,32405106.7,33375204.91,33733387.18,35398672.44,35513032.25,33116643.11,29551230.4,31132986.72,29284109.99,32146757.99,25586197.88,26872488.26,24509102.62,24357424.91,25182951.92,25944239.19,25332188.33,25965596.34,25355110.16,24865950.73,25847646.65,27228168.52,26597438.62,30246046.66,29705169.54,38172174.33,35771848.65,35926867.76,34588988.3,34633089.75,36000804.61,36666485.77,36504161.92
Curacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10419189.26,8959081.16,9350022.88,10268143.6,9835738.36,9563263.82,8579986.16,8023190.37,9883125.23,9190092.18,12027381.35,13451949.3,11707519.94,11352118.38,12593062.18,11414313.65,8266048.11,17657534.51,9222670.66,7854374.62,8239392.99,8479289.05,8076500.6,9030161.47,4640952.13,11589052.75,13564493.13,2600354.8,2311775.01,2277270.91,4334970.24,4642370.44,3704486.15,3052044.89,4711378.65,4516900.97,4469849.92,4181270.14,4375747.82,241528.73,1809897.13,4802344.02,4890172.65,4714515.39,4717652.13,4949770.65,4905856.33,5112880.96,5755912.0,5536340.43,5664946.64,3902100.56,4978001.28,5994304.0,5210208.0,5877056.0,6135376.08,6254458.4,6253347.78
Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267472.0,282128.0,315104.0,366400.0,443344.0,450672.0,674176.0,817072.0,765776.0,831401.13,886331.41,864317.69,904621.69,985229.69,999974.84,1150109.69,1241709.69,1362265.1,1622201.09,1669803.38,1702690.23,1883515.1,2405887.01,2503451.28,1928684.08,1990643.41,2487317.38,2698884.62,2844489.16,3044832.66,3259908.23,3094971.84,3156439.28,3150615.91,3233842.1,3144400.33,3605243.22,4184026.92,4196624.58,4428547.74,4643055.86,5131819.07,5507155.13,5751370.45,5994023.11,5864315.65,6214477.57,6301201.09,6593753.49,6860795.54,7108859.5,6982241.1,7170780.1,7560234.91,7787751.05,7972169.64,8160844.81,8472613.1,8634193.7,8382598.53,8017876.96,7700195.13,7169926.64,6494858.94,6878543.05,6902871.46,7307799.07,7514687.44
Czech Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92871775.29,99050713.09,107506348.2,114565317.0,120516363.7,125423881.4,122211124.6,121521417.6,121267855.4,126875786.5,134693029.7,154427521.0,161977310.3,163447496.8,164093119.2,165967627.2,173634366.1,180376092.9,185756869.1,187414962.8,182497676.7,184610208.3,182572025.3,180774572.8,180996671.8,187094358.6,184528794.5,185782202.7,184261818.4,181208828.4,175179562.9,164227402.0,148512476.3,144074218.8,137962666.6,131532508.7,131972060.9,134648713.8,130849714.1,125125662.6,116441581.7,126896914.3,126666372.5,123598029.5,127048374.1,127759325.4,125294530.7,126380290.9,128180733.9,122933867.9,115255283.6,117495552.1,115023302.1,110914080.3,106401191.6,104060306.6,104784558.0,106543295.2,107895755.7
Czechoslovakia,44565232.0,46565776.0,47188656.0,48075344.0,48544336.0,49973296.0,52186352.0,54846416.0,55857680.0,55516928.0,54938016.0,55634176.0,59195584.0,61917936.0,56447584.0,56323008.0,59946704.0,56370640.0,48060688.0,45404288.0,45030560.0,43246192.0,38596576.0,40794976.0,50072224.0,47122704.0,47778560.0,51274016.0,53985376.0,60390048.0,53237920.0,49812080.0,43414736.0,39706768.0,39662800.0,40831616.0,44363712.0,53736224.0,61573520.0,67648432.0,76244176.0,76742480.0,82769760.0,91383824.0,87129920.0,46239680.0,57550448.0,65310800.0,70586960.0,74203328.0,76398064.0,81410416.0,87045648.0,90218672.0,96348544.0,100012544.0,107318560.0,112089088.0,122472864.0,122586448.0,130742512.0,141903056.0,151220608.0,159072560.0,165550512.0,161311264.0,160402592.0,160069168.0,167470448.0,177788272.0,203835648.0,213856688.0,215853568.0,216769568.0,219319712.0,229512960.0,238486096.0,245663872.0,247946544.0,241530880.0,244410784.0,241802016.0,239475376.0,239856432.0,247979520.0,244637952.0,246367360.0,244440096.0,240559920.0,232667664.0,217579312.0,200655296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Democratic Republic of Republic of the Congo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,7328.0,80608.0,161216.0,216176.0,172208.0,238160.0,230832.0,282128.0,304112.0,388384.0,249152.0,51296.0,3664.0,18320.0,32976.0,40304.0,102592.0,120912.0,87936.0,76944.0,102592.0,142896.0,219840.0,172208.0,172208.0,311440.0,326096.0,373728.0,476320.0,1480256.0,1747728.0,2084816.0,2290000.0,2817616.0,3389200.0,3176688.0,3330576.0,2927536.0,2698971.35,2318509.67,2355387.4,2171949.67,2292683.38,1973974.81,2468525.66,2402514.23,2288811.36,3366027.36,3648036.5,2709666.19,2958669.61,3017204.47,3189174.74,3364690.15,3232786.15,3404885.21,3476971.39,3525975.22,3740105.4,3485019.92,3755424.09,3046965.46,3997999.93,3931640.24,3611934.8,3345663.38,3815863.15,3977992.32,4351992.08,4026368.97,2938406.83,2798238.43,2577261.75,1622538.47,2100064.88,2293437.26,1886432.24,1654840.17,1366218.55,797506.41,816406.64,901253.8,952912.77,1157509.03,1445303.63,1553290.31,1696216.23,1810834.88,1695283.04,1963338.2,2438701.0,2352166.83,3538129.22,4631263.9,4703780.3,4815233.81,4813669.88
Denmark,5147920.0,5360432.0,5503328.0,5726832.0,6177504.0,6008960.0,6543904.0,5833088.0,7236400.0,8005840.0,7349984.0,7829968.0,9284576.0,9526400.0,9764560.0,10453392.0,10215232.0,7434256.0,8676352.0,8236672.0,7192432.0,6793056.0,9650976.0,10526672.0,12340352.0,10720864.0,10468048.0,13325968.0,12560192.0,15128656.0,13809616.0,14322576.0,13428560.0,13373600.0,14645008.0,15253232.0,15780848.0,16297472.0,14634016.0,16304800.0,14824544.0,17400336.0,16473344.0,20624656.0,20283904.0,14044112.0,17645824.0,21456384.0,17074240.0,16883712.0,21991328.0,21925376.0,22903664.0,23156480.0,25582048.0,27069632.0,26377136.0,24904208.0,26794832.0,26034431.69,29749519.68,31701867.08,36889883.07,40667912.81,43146925.3,44293370.99,50078410.97,49026426.94,53272676.07,59342586.85,62039320.57,57009474.55,59593904.1,59221815.22,55041522.75,55744602.07,60102361.69,61817383.13,61095857.41,62977647.91,60347931.24,51772585.39,53683854.73,50167335.94,50855861.95,60064625.2,58906280.4,58345618.14,55111465.79,48807807.99,53600874.68,64220944.47,58413375.2,60653414.6,64715175.9,61628495.15,74877499.12,65469575.91,61229414.93,58649506.28,54307550.56,55880752.14,55551688.18,60635258.35,55110133.46,51532074.05,59438879.3,54657107.28,51210598.01,48823493.8,49292274.56,44315542.97,39880858.08,41825053.93,37623532.41,35315117.86,37117342.56,34550121.09
Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10992.0,25648.0,25648.0,29312.0,32976.0,36640.0,29312.0,43968.0,47632.0,36640.0,40304.0,43968.0,47632.0,65952.0,84272.0,120912.0,139232.0,87936.0,120912.0,84272.0,139232.0,161216.0,190528.0,179536.0,194192.0,197856.0,197856.0,197856.0,201520.0,362736.0,348080.0,300448.0,348080.0,348080.0,351744.0,359072.0,377392.0,388384.0,348080.0,388384.0,322432.0,311440.0,311440.0,311440.0,304112.0,304112.0,311440.0,326096.0,315104.0,315104.0,340752.0,366400.0,399376.0,421360.0,406704.0,414032.0,410368.0,461664.0,498304.0,461664.0,516624.0,472656.0,516624.0,592182.43,682691.09,740485.3,788227.38,817008.26
Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,7328.0,3664.0,3664.0,3664.0,3664.0,3664.0,7328.0,10992.0,10992.0,10992.0,10992.0,14656.0,14656.0,14656.0,14656.0,21984.0,21984.0,18320.0,25648.0,25648.0,25648.0,25648.0,29312.0,29312.0,29312.0,25648.0,25648.0,32976.0,36640.0,36640.0,40304.0,40304.0,43968.0,47632.0,47632.0,47632.0,54960.0,58624.0,58624.0,58624.0,58624.0,62288.0,65952.0,80608.0,73280.0,80608.0,76944.0,80608.0,102592.0,109920.0,102592.0,117248.0,113584.0,117248.0,113584.0,153888.0,131904.0,131904.0,139232.0,128240.0,135568.0,131904.0,135568.0,141526.76,144273.67,144248.05
Dominican Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7328.0,21984.0,25648.0,348080.0,359072.0,593568.0,619216.0,626544.0,916000.0,985616.0,1033248.0,1066224.0,1113083.39,1039892.53,1028633.09,1241115.38,1248502.81,1746509.65,1545346.24,1669654.8,1566943.93,2347316.5,2651161.06,3105081.03,3518697.01,4668866.14,5958980.44,6409563.3,6332678.73,6322349.52,5598919.59,5430323.89,6785585.6,6427008.84,6135240.1,6303485.68,7865594.85,7390464.56,7241543.36,8121082.42,9687289.6,9739754.91,10257903.27,9151661.33,9952623.95,10822336.86,11667178.89,12376794.03,15771362.94,17197656.66,17856936.59,18248509.78,18383926.74,19593674.0,19593788.75,21074255.13,21259925.78,18069690.41,18380202.01,19420402.05,20756432.18,20269016.28,19813658.54,20574429.09,20780658.03,21651295.88,20957795.31,20991096.96,21471109.36,21782343.9,21268776.28
EU-28,1085027648.0,1071463520.0,1073603296.0,1122601968.0,1137847872.0,1180698352.0,1210274160.0,1342764400.0,1364015600.0,1360926848.0,1383240608.0,1414032864.0,1455644912.0,1576472640.0,1403733360.0,1329823152.0,1389040720.0,1380254448.0,1301027776.0,1095755840.0,1284272304.0,1168412960.0,1304618496.0,1234097488.0,1422412432.0,1410383520.0,1172032992.0,1509392128.0,1503203632.0,1629754528.0,1503932768.0,1366232320.0,1238516272.0,1265692160.0,1367206944.0,1417337792.0,1481150016.0,1621664416.0,1606674992.0,1640530352.0,1703210400.0,1682838560.0,1700605296.0,1688539744.0,1487074704.0,852759360.0,1212058528.0,1369090240.0,1481410160.0,1600468176.0,1678555344.0,1868687632.0,1902257200.0,1937750368.0,2037590704.0,2185748208.0,2295873392.0,2343237920.0,2300786816.0,2474598758.0,2645188374.0,2739401229.0,2898203859.0,3096111111.0,3211239374.0,3269236018.0,3324322051.0,3359622140.0,3545750813.0,3768940969.0,3940223684.0,4031100548.0,4145687906.0,4340557869.0,4278398800.0,4176706152.0,4464283655.0,4422461300.0,4555283225.0,4724499342.0,4619084718.0,4388224890.0,4284779330.0,4241661089.0,4254759568.0,4341638695.0,4340998381.0,4382617156.0,4338447234.0,4396967397.0,4479328893.0,4423024482.0,4278958094.0,4194973674.0,4174499726.0,4221464747.0,4325073851.0,4235932265.0,4228986394.0,4164147220.0,4187334052.0,4259400201.0,4235814501.0,4327781747.0,4337972863.0,4314639655.0,4320409661.0,4274408815.0,4173862503.0,3831829410.0,3951262617.0,3805961187.0,3747240906.0,3659240891.0,3490383183.0,3523491826.0,3503031204.0,3543683484.0
Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25648.0,25648.0,25648.0,25648.0,25648.0,25648.0,36640.0,43968.0,69616.0,91600.0,234496.0,472656.0,600896.0,677840.0,765776.0,710816.0,725472.0,732800.0,784096.0,875696.0,974624.0,1029584.0,1069888.0,1088208.0,729136.0,1051568.0,1055232.0,1326368.0,1227440.0,1102864.0,1157824.0,1286064.0,1300720.0,740128.0,703488.0,894016.0,820736.0,963632.0,1198128.0,1297056.0,1132176.0,1322704.0,1292767.97,1761581.67,1644244.52,1563666.24,1794319.94,2142281.08,2274036.5,2416724.49,2588873.06,3112646.76,3588877.61,4278214.78,4219442.2,4589030.75,5255878.75,6083556.44,7354905.01,8100594.21,7472201.12,10406420.61,12140464.16,13407168.33,16652800.4,19235118.37,19502615.58,21189502.75,19352677.92,15194081.57,15022251.01,17168596.4,20153709.8,16710583.14,16377625.57,22157328.98,24087388.71,13538501.37,22697911.22,24025485.48,18205056.4,22314743.35,21365020.48,20562617.58,22939469.75,24753138.01,26747852.5,28785844.78,29970092.72,28524600.62,31493981.71,33324993.46,35503217.19,35884097.21,37973460.94,37460526.2,40252210.7,43196974.03,41874351.47,39753913.22,38797288.26
Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10992.0,84272.0,40304.0,307776.0,91600.0,179536.0,421360.0,864704.0,688832.0,454336.0,560592.0,531280.0,468992.0,498304.0,553264.0,531280.0,567920.0,868368.0,923328.0,1022256.0,1007600.0,952640.0,872032.0,824400.0,747456.0,729136.0,688832.0,879360.0,2227712.0,3030128.0,3953456.0,3836208.0,4103680.0,4360160.0,4356496.0,4224592.0,4415120.0,6151856.0,7463568.0,10237216.0,10563312.0,10896736.0,10783152.0,11669840.0,10647584.0,9947760.0,11922656.0,13688704.0,12706859.03,16032730.98,17065919.55,18571110.36,21526858.88,25491247.44,27609455.47,26532150.32,19649910.25,22872625.59,19664753.49,21654008.33,23012401.42,25474995.73,23761075.77,26089142.14,31059912.35,34450451.69,37815064.62,39261006.0,42889505.9,45176027.79,50902684.11,56431167.48,56980476.07,63704316.74,63807232.87,74392898.04,74613520.66,74309478.17,71904551.05,75621975.85,78320710.96,80826148.13,92702607.18,84834941.9,95166896.06,101408464.5,107511990.2,121465258.8,124497417.5,140347602.6,124292785.7,125781450.0,146462043.1,149143733.5,165041693.0,176019518.2,185905188.6,195285376.0,202709705.6,198807663.8,213271004.6,211992734.9,208450844.5,197101499.8,200422159.1,208911337.9,218664377.5
El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267472.0,322432.0,388384.0,417696.0,468992.0,461664.0,527616.0,597232.0,597232.0,604233.13,618859.41,582278.84,648260.56,1124521.13,1230747.41,1040249.13,1303819.4,1157259.4,1259791.97,1190235.4,1428306.25,1508825.1,1677220.52,1966587.38,1970043.36,2105462.78,2206732.98,2281687.41,2381372.35,2376721.46,2119433.82,1818731.09,1752098.32,1885364.59,1588299.14,1965338.28,1967496.18,2414491.98,2433068.45,2547245.8,2467169.72,3123868.16,3287506.07,3733447.09,4532236.02,4961569.8,4498967.81,5398272.49,5731667.18,5620134.14,5660887.26,5854442.96,5930844.34,6434281.78,6253663.02,6349269.26,6720562.95,6845867.67,6408648.63,6312649.33,6317045.02,6500473.85,6505744.53,6093602.43,6169455.1,6537869.76,6834307.15,6992023.78
Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10992.0,10992.0,10992.0,10992.0,29312.0,36640.0,36640.0,32976.0,47632.0,47632.0,21984.0,21984.0,21984.0,25648.0,25648.0,29312.0,25648.0,25648.0,29312.0,43968.0,36640.0,65952.0,87936.0,29312.0,51296.0,62288.0,62288.0,62288.0,69616.0,62288.0,58624.0,69616.0,73280.0,62288.0,80608.0,65952.0,80608.0,98928.0,106256.0,117248.0,65952.0,142896.0,157552.0,98928.0,32976.0,128240.0,113584.0,289456.0,164880.0,465328.0,454336.0,3092416.0,4975712.0,6012624.0,5213872.0,4708240.0,4752208.0,4792512.0,4499392.0,4616640.0,4675264.0,6122544.0,5111280.0,5158912.0,5342112.0,5836456.68,6458274.63,6714892.14
Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14656.0,7328.0,3664.0,10992.0,14656.0,18320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860720.64,929640.69,1007225.68,859282.94,585810.72,615095.24,604075.76,625989.03,600270.3,721111.57,765008.84,761274.11,555926.73,574008.69,409016.31,507965.24,507987.54,571418.1,629674.27,638775.25,662747.64,716525.42,764267.49,793048.38
Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32976.0,29312.0,21984.0,21984.0,14656.0,14656.0,14656.0,18320.0,25648.0,32976.0,40304.0,36640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9817823.25,10221698.17,10541146.67,11063257.63,11864610.34,12617998.65,13385153.36,14135293.48,14780464.02,15195670.87,15825322.01,16645134.81,17671995.37,18602025.6,19397058.65,20145795.59,21186781.48,22005262.86,22756874.68,23540153.05,23736312.02,24672762.94,24212669.94,24673178.33,25032687.87,25263233.47,27246416.94,27326979.63,28480794.79,29266941.26,28660519.85,37068977.48,34037705.0,24514590.79,19066027.57,19900974.39,18203993.21,18925430.33,18482320.57,16909588.86,15727068.82,15362207.36,15707868.32,15233321.73,17087248.52,17286590.62,17136321.46,16439189.16,20071647.7,17872650.45,14609067.15,19014857.92,19097197.34,17938059.04,19695596.98,18903840.17,15891068.25,17493503.19,19809264.03
Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10992.0,10992.0,10992.0,0.0,0.0,0.0,0.0,3664.0,3664.0,87936.0,62288.0,98928.0,183200.0,271136.0,227168.0,241824.0,322432.0,318768.0,336998.85,351625.14,340633.14,395533.7,421211.42,406525.7,644477.69,823983.98,1072957.68,1725030.82,1666436.53,1651721.1,1849458.24,1406203.39,1750886.83,1736260.55,1208525.68,1174728.54,1046785.7,1368501.35,1844134.73,1817482.98,1860006.95,1473913.69,1834754.03,1650281.42,1798710.25,2195246.28,2554380.76,2640065.82,2794113.74,2985775.69,2957140.07,2937331.98,2994817.01,2196878.77,2505652.77,2794653.04,2979329.44,3147406.27,3094952.99,3463787.2,4263382.28,4430488.1,4871122.29,5158619.71,4955126.88,5316940.93,5828354.59,6365064.81,6433046.26,6395734.24,7478954.84,8149538.09,10080186.66,10991069.31,12381426.48,12941892.17,13396240.84
