country,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9104217.65,9478439.02,9774417.25,10258300.4,11001326.58,11699846.86,12410932.33,13106217.08,13704292.11,14089181.12,14672994.76,15432995.1,16409877.81,17299325.09,18066758.57,18794697.81,19798537.87,20583691.38,21308369.0,22058029.9,22255355.93,23150308.01,22757388.35,23204964.88,23579829.99,23829718.66,25701669.82,25820597.35,26929086.33,27696845.88,27169088.71,35787206.01,37883283.4,21187061.98,16332141.32,15748218.61,15004147.33,15658819.88,15070195.51,15888040.21,13407518.49,11788024.43,12496126.26,12602371.8,12591879.79,13167324.7,14089324.04,14402957.44,15763269.16,15079845.47,12828004.95,13712631.72,14066638.52,14133749.57,13106309.08,12874668.05,13141591.53,13157457.12,13393875.34
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25648.0,36640.0,43968.0,51296.0,58624.0,7419600.0,9009776.0,9401824.0,8654368.0,8782608.0,9885472.0,10369120.0,10838112.0,10086992.0,10419643.39,11507762.24,11580982.81,11540678.81,11438175.95,12295551.95,12192900.52,11610354.24,11350329.1,12258971.39,13182239.95,13735355.38,13194716.25,13494839.31,14178232.84,14427956.55,11868482.1,11866642.13,10959422.64,11887405.46,12169805.94,11082169.65,9496096.6,8935208.35,8376235.34,9016823.0,9248578.39,9127743.78,8835140.13,9126913.69,9876008.51,11812041.31,12424027.28,12180194.44,12320629.27,11508950.02,9118080.14,9165479.98,8518761.77,7639373.0,8090458.55,8672869.96,9166124.34,9942247.96,10411633.5,11785231.56,12048396.33,11879257.02,11268834.53,11132259.84,10588452.58,11154289.32,11050369.81,10788081.33,10233338.48,9757506.33,9259658.86,9002955.52,9294689.12
Macao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21984.0,21984.0,25648.0,29312.0,29312.0,36640.0,51296.0,69616.0,95264.0,106256.0,128240.0,131904.0,150224.0,164880.0,168544.0,168544.0,205184.0,227168.0,230832.0,223504.0,267472.0,296784.0,252816.0,307776.0,414032.0,414032.0,527616.0,534944.0,483648.0,681504.0,604560.0,732800.0,875696.0,970960.0,963632.0,1029584.0,1033248.0,1091872.0,1080880.0,1179808.0,1271408.0,1231104.0,1406976.0,1487584.0,1557200.0,1516896.0,1630480.0,1685440.0,1516896.0,1531552.0,1714752.0,1828336.0,1619488.0,1535216.0,1337360.0,2070160.0,1406976.0,1447280.0,1311712.0,1179808.0,1282400.0,1414480.71,1422235.95,1512172.78
Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449028.01,3767454.47,3948961.49,4052341.57,4508082.03,5107449.79,5255022.89,5207278.65,5259757.86,5625533.97,5832688.72,7622111.22,8214771.1,7699448.99,9197671.09,9237918.3,9639206.65,9948952.33,9675113.48,10811899.85,11760076.76,11563970.26,12585144.55,11561997.35,12450198.02,13129665.62,13393245.38,13987483.59,13899492.14,14385220.72,14353654.28,14342211.45,10144664.25,10768496.0,10332480.0,10460720.0,10830784.0,11732128.0,10625600.0,12615152.0,11713808.0,12054560.0,11988608.0,10926048.0,11299776.0,11182528.0,11270464.0,10929712.0,9486096.0,9394496.0,8691008.0,8595744.0,9390832.0,8958480.0,7840960.0,7503872.0,7257546.71,7144019.79,7251463.89
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,7328.0,3664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7328.0,0.0,3664.0,3664.0,3664.0,304112.0,245488.0,307776.0,252816.0,289456.0,304112.0,318768.0,315104.0,373728.0,373728.0,399376.0,355408.0,395652.57,461485.7,483469.7,556779.42,578703.99,842482.27,912068.56,849750.84,970662.84,1025622.84,1285796.56,1073254.84,1186898.27,1692530.27,992236.27,845601.19,1017216.02,1130236.56,1613943.99,1024539.71,1013342.42,650401.14,866371.85,1053030.57,1137097.28,1282407.19,1285783.8,925819.88,943811.42,1028046.78,998698.14,1024309.5,1264424.54,1260737.64,1358969.68,1645411.84,1732642.72,1912151.24,1867464.39,1735477.87,1231908.2,1680474.06,1789365.88,1725393.7,1666225.1,1783442.89,1868569.13,1753895.27,1938343.65,2314630.18,2677597.21,3089535.57,3047203.13,3047427.59,3044347.02,3182061.43
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459765.24,438367.72,373327.83,360620.3,346709.78,329641.14,347961.14,428509.7,366221.7,388146.27,380758.84,454068.56,501700.56,545638.84,571227.41,549243.41,578495.98,581726.72,636082.21,668371.58,634820.78,707995.98,601523.36,591348.19,571666.28,552935.7,553405.71,548450.56,540711.99,537200.88,558210.85,739063.56,784685.57,785267.02,879143.69,904713.83,906963.02,904259.37,947368.81,922040.17,924478.17,853849.16,847124.96,839323.75,900011.76,918839.57,858438.75,892119.83,866257.52,1028481.65,918673.29,1121620.67,1155954.26,1075923.09,1188484.55,1225360.93,1275217.4,1315537.13,1367456.58
Malaysia,58624.0,47632.0,51296.0,51296.0,32976.0,40304.0,36640.0,87936.0,91600.0,168544.0,234496.0,0.0,18320.0,62288.0,146560.0,205184.0,549600.0,652192.0,670512.0,769440.0,1110192.0,1414304.0,2004208.0,2583120.0,2835936.0,2964176.0,3400192.0,3378208.0,3806896.0,4114672.0,3671328.0,2707696.0,1795360.0,1590176.0,1733072.0,1806352.0,2048176.0,2344960.0,1912608.0,1703760.0,2568464.0,2183744.0,659520.0,1319040.0,1102864.0,611888.0,604560.0,685168.0,1154160.0,1220112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975168.0,3238976.0,2623424.0,3565072.0,3997424.0,4070704.0,4964720.0,6419328.0,6481616.0,7687072.0,8471168.0,8504144.0,9519072.0,14585887.77,16659444.33,17893944.89,17494093.43,19028952.84,19424337.97,23857491.8,22564427.96,23171695.97,27194894.95,27897258.49,30689802.34,30407487.41,37778162.29,34473896.77,36014088.27,39710722.83,40485223.14,42390107.91,49433421.15,56011876.77,67854799.76,74468556.74,90836527.93,93013975.13,120035199.6,124116895.0,123527677.8,113111049.1,106887187.3,124539386.6,134167156.4,132216452.8,156393493.8,162088015.1,172486570.6,165580554.0,182455740.7,201580315.1,196444095.1,215992304.0,217679248.4,215895218.2,233828491.9,240055096.5,245097622.8,251089604.0,254575871.2
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,3664.0,3664.0,3664.0,7328.0,10992.0,14656.0,21984.0,29312.0,43968.0,47632.0,47632.0,51296.0,58624.0,65952.0,80608.0,80608.0,95264.0,124576.0,172208.0,153888.0,230832.0,197856.0,197856.0,249152.0,289456.0,329760.0,300448.0,421360.0,450672.0,461664.0,593568.0,505632.0,666848.0,600896.0,758448.0,780432.0,842720.0,883024.0,934320.0,985616.0,1110192.0,1091872.0,1333696.0,1455428.8,1472106.44,1571817.27
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47632.0,120912.0,117248.0,139232.0,175872.0,175872.0,197856.0,190528.0,223504.0,197856.0,161216.0,201520.0,227168.0,245488.0,267293.7,303933.7,340543.99,340256.59,413472.85,394947.56,427912.22,391343.0,394883.82,365131.54,416621.48,434818.31,405383.14,379611.97,357504.8,383029.63,415882.46,419423.28,434065.54,441379.8,452358.06,460336.21,467655.05,485965.89,521241.47,762112.0,795088.0,820736.0,828064.0,846384.0,842720.0,875696.0,897680.0,941648.0,1007600.0,1069888.0,806080.0,963632.0,1044240.0,992944.0,1025920.0,1410640.0,1428549.23,1529094.82,1723818.28
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245488.0,256480.0,241824.0,230832.0,307776.0,340752.0,296784.0,311440.0,329760.0,388384.0,340752.0,293120.0,329760.0,410368.0,498304.0,472656.0,414032.0,520288.0,637536.0,652192.0,663184.0,659520.0,839056.0,806080.0,743792.0,666848.0,762112.0,802416.0,934320.0,905008.0,1022256.0,1143168.0,1311712.0,996608.0,1363008.0,1198128.0,1483920.0,1853984.0,2011536.0,2169088.0,1943321.14,2110575.34,2319452.75,2333913.05,2502530.26,2498301.34,2469968.16,2515047.44,2516050.62,2570286.61,2570868.55,2468113.67,2443918.73,2662357.63,2557276.53,2666019.46,2679442.63,2756045.38,2823743.8,2584319.09,2590217.31,2655268.9,2810520.05,2473933.38,2462996.02,1757754.32,1420277.18,1444483.22
Marshall Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54960.0,62288.0,65952.0,65952.0,65952.0,65952.0,69616.0,65952.0,76944.0,80608.0,84272.0,84272.0,87936.0,84272.0,91600.0,98928.0,98928.0,102592.0,102592.0,102592.0,102592.0,102592.0,102592.0,111956.06,113238.96,120909.02
Martinique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54960.0,80608.0,91600.0,91600.0,91600.0,113584.0,117248.0,161216.0,142896.0,164880.0,168544.0,172208.0,172208.0,208848.0,234496.0,245488.0,271136.0,296784.0,307776.0,329760.0,362736.0,534944.0,784096.0,948976.0,1040576.0,901344.0,850048.0,853712.0,729136.0,710816.0,780432.0,787760.0,901344.0,1025920.0,1480256.0,1209120.0,1370336.0,1641472.0,1729408.0,1520560.0,1608496.0,1399648.0,1593840.0,1582848.0,1634144.0,1637808.0,1637808.0,1630480.0,1626816.0,1630480.0,1740400.0,1817344.0,1784368.0,1996880.0,2070160.0,2202064.0,2125120.0,1930928.0,1872304.0,2026192.0,2007872.0,2216720.0,2213056.0,2209392.0,2297328.0,0.0,0.0,0.0
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32976.0,36640.0,47632.0,62288.0,87936.0,117248.0,161216.0,179536.0,197856.0,234496.0,274800.0,428688.0,399376.0,447008.0,468992.0,483648.0,509296.0,516624.0,556928.0,582576.0,604560.0,630208.0,633872.0,883024.0,937984.0,872032.0,655856.0,373728.0,3242640.0,3184016.0,2802960.0,853712.0,868368.0,905008.0,926992.0,956304.0,1014928.0,1062560.0,1077216.0,1069888.0,1095536.0,1113856.0,1172480.0,1249424.0,1289728.0,1384992.0,1436288.0,1421632.0,1637808.0,1773376.0,1960240.0,1960240.0,2110464.0,2330304.0,2322976.0,2322976.0,2352468.08,2518041.86,2838703.34
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201520.0,139232.0,175872.0,186864.0,186864.0,128240.0,219840.0,219840.0,208848.0,223504.0,179536.0,186864.0,252816.0,208848.0,307776.0,304112.0,274800.0,498304.0,637536.0,571584.0,498304.0,395712.0,688832.0,677840.0,692496.0,589904.0,619216.0,641200.0,630208.0,659520.0,589904.0,542272.0,501968.0,597232.0,626544.0,707152.0,798752.0,930656.0,853712.0,1051568.0,1461936.0,1520560.0,1707424.0,1773376.0,1623152.0,1828336.0,1949248.0,1996880.0,2169088.0,2425568.0,2689376.0,2861584.0,2883568.0,3059440.0,3088752.0,3293936.0,3627360.0,3685984.0,3766592.0,3707968.0,3913152.0,3916816.0,3964448.0,4067040.0,4224592.0,4161912.72,4086631.93,4279224.01
Mexico,1000272.0,1311712.0,1425296.0,1557200.0,1718416.0,1707424.0,1919936.0,2264352.0,3770256.0,3693312.0,4154976.0,8401552.0,8632384.0,11743120.0,10141952.0,14315248.0,17184160.0,26131648.0,30642032.0,41084432.0,76236848.0,90288288.0,85550736.0,72037904.0,67871936.0,57085120.0,44686144.0,31796192.0,24083472.0,22148880.0,20379168.0,16751808.0,16194880.0,16740816.0,18891584.0,21427072.0,21962016.0,24904208.0,24266672.0,22665504.0,23211440.0,22548256.0,18979520.0,19060128.0,20126352.0,22617872.0,25626016.0,29355968.0,30513792.0,28963920.0,30513792.0,34895936.0,37218912.0,36713280.0,36277264.0,39670128.0,42143328.0,49288128.0,54018352.0,58286968.55,63052287.32,65239903.33,63743713.55,66292193.46,74200124.74,75167896.2,80844570.34,90005530.2,93887230.65,102176188.2,113950679.6,126211363.6,132328670.2,144156394.6,154868741.2,164332744.0,183991448.1,192703193.8,222491522.0,240714508.2,268285809.4,284367296.2,304677606.6,278306153.3,277509715.3,288405744.8,294466595.3,307289610.0,307017812.6,361802306.7,318414806.0,331374329.3,334207995.5,339472907.3,353238154.5,333009773.4,347421995.2,370406386.2,390179344.5,392324454.4,397899666.1,412627401.3,413972575.8,439786050.0,440799635.4,465913628.4,478803636.6,482325460.8,495305014.2,478389000.8,466090651.8,486503210.3,498658522.0,492559728.7,482527892.6,477273652.5,504979947.8,490294629.3
Micronesia (country),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98928.0,98928.0,102592.0,106256.0,106256.0,109920.0,117248.0,109920.0,124576.0,168544.0,142896.0,142896.0,142896.0,120912.0,120912.0,139232.0,117248.0,161216.0,113584.0,120912.0,135568.0,142896.0,150224.0,163935.66,165814.19,177045.35
Middle East,1036912.0,948976.0,1047904.0,1205456.0,1366672.0,1531552.0,1582848.0,1879632.0,1722080.0,1956576.0,1883296.0,2363280.0,2249696.0,2890896.0,2835936.0,2436560.0,2517168.0,3191344.0,3905824.0,5257840.0,6837024.0,8097440.0,10237216.0,13047504.0,15956720.0,16568608.0,18067184.0,20115360.0,21093648.0,20943424.0,22896336.0,22280784.0,24537808.0,27212528.0,32349456.0,35687360.0,39333040.0,45664432.0,46181056.0,52124064.0,45521536.0,36006128.0,47470784.0,52439168.0,67707056.0,86158960.0,112807232.0,134069424.0,108626608.0,117716992.0,17096224.0,26113328.0,23281056.0,27560608.0,33188512.0,50720752.0,59946704.0,62595776.0,69311888.0,70767738.3,90275655.86,94483808.9,109295280.8,123593168.6,144769127.4,172795072.3,198950950.9,205538852.6,235957160.8,268462790.0,285360097.2,334432022.7,360837569.5,428507539.1,443724513.6,434454396.4,508018840.4,534301008.2,536267839.1,570027855.8,554429631.9,551645281.9,563858007.5,594088852.8,622527229.4,670891727.9,713596458.0,729613185.3,777142735.3,821682902.6,827473754.8,906240524.5,975501335.6,1057877259.0,1105336761.0,1072980598.0,1082843258.0,1063353452.0,1142514933.0,1234756751.0,1360259152.0,1379449534.0,1397903305.0,1489191121.0,1620716642.0,1684303045.0,1804735991.0,1801937989.0,1939392639.0,2016404467.0,2102264120.0,2156960148.0,2308104908.0,2277197438.0,2435067048.0,2509630984.0,2567181426.0,2671942768.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21080649.8,15970388.5,12390324.1,11405405.8,11687090.0,7301343.3,6443857.2,4684556.2,3572952.0,3786588.7,4051735.7,4404267.6,4613424.5,4937753.7,5029747.3,4978553.6,5190380.0,4539511.9,4830905.3,4963294.4,4765681.5,4899358.4,4744160.2,4948742.28,5200356.21,5093588.86
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285792.0,293120.0,300448.0,304112.0,487312.0,589904.0,688832.0,762112.0,1135840.0,1344688.0,1293392.0,1392320.0,1971232.0,1601168.0,2044512.0,1956576.0,1952912.0,2125120.0,2480230.84,2681750.84,2846541.69,3032441.88,3275898.11,3472093.33,3740767.73,4054566.94,4390023.88,4960702.34,5763802.92,6277327.78,6855157.41,6614655.83,6712285.45,6969054.44,6424690.37,8997931.92,9595107.3,10482501.9,11492800.93,10458962.74,9889986.0,12121010.0,10993888.0,9262624.0,7927060.0,7899350.0,8023326.0,7688408.0,7687468.0,7535224.0,7486846.0,7869924.0,8262520.0,8007876.0,8570716.0,8573730.0,9405752.0,12078744.0,12016684.0,13074014.0,13819950.0,21426490.0,26189690.0,38689342.0,20799718.0,20356364.1,28680965.11,30390656.6
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613444.1,670079.43,702362.27,720749.45,801807.45,908410.99,934658.34,926166.55,935500.5,1000557.44,1037401.98,1355668.66,1461079.14,1369423.96,1635897.73,1643056.1,1714429.24,1769520.61,1720815.63,1923004.45,2091647.19,2056767.69,2238393.74,2056416.79,2214392.15,2335242.26,2382122.55,2487813.76,2472163.6,2558555.28,2552940.87,2550905.65,1804329.93,1915284.64,1667801.43,1622424.35,1713798.0,2006038.81,2155334.06,2269163.95,1564812.49,1738422.42,1867584.5,1996591.7,2135200.88,2333590.12,2208919.29,2381600.0,2249696.0,2748000.0,1824672.0,2579456.0,2568464.0,2333968.0,2246032.0,2209392.0,2439182.66,2573489.8,2627814.65
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.0,3664.0,7328.0,3664.0,7328.0,7328.0,7328.0,7328.0,14656.0,14656.0,14656.0,14656.0,14656.0,10992.0,10992.0,25648.0,25648.0,25648.0,14656.0,18320.0,18320.0,21984.0,21984.0,25648.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,29312.0,32976.0,32976.0,36640.0,32976.0,29312.0,29312.0,25648.0,25648.0,36640.0,36640.0,36640.0,36640.0,36640.0,40304.0,47632.0,47632.0,65952.0,40304.0,43968.0,51296.0,47632.0,49725.62,50690.75,50681.75
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29312.0,32976.0,40304.0,91600.0,150224.0,175872.0,190528.0,234496.0,212512.0,370064.0,465328.0,318768.0,395712.0,388384.0,329760.0,355408.0,421360.0,523952.0,685168.0,831728.0,941648.0,1088208.0,2561136.0,2927536.0,3565072.0,4173296.0,3587056.0,3557744.0,3521104.0,3055776.0,3268288.0,3368859.32,3636004.44,3771364.43,3074936.99,3954059.26,4415039.8,4254388.4,5459547.24,5408251.24,5620228.35,5817400.89,7282020.26,8190327.04,8036097.44,9625895.02,11119489.71,11093251.13,11527903.77,12679582.39,13053405.3,15931115.52,15915083.72,15826750.09,17027734.36,17763548.36,17782897.24,17833540.87,18848052.95,20082329.34,21139044.53,22879358.62,23502045.27,24926595.0,25986027.45,28162076.56,29583416.0,30281869.15,31065620.65,31683748.07,31816451.79,32887129.21,33576916.0,37425861.44,38073956.63,37495410.19,43362160.0,45525104.0,47390796.0,50230420.78,52861024.0,52590348.3,56199984.0,57697424.79,62483316.0,58830435.24,59624824.27,61043227.64,61285728.0,62725301.5
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43968.0,21984.0,10992.0,10992.0,10992.0,62288.0,51296.0,65952.0,47632.0,51296.0,58624.0,40304.0,65952.0,65952.0,58624.0,29312.0,51296.0,54960.0,47632.0,54960.0,58624.0,43968.0,58624.0,901344.0,930656.0,1073552.0,1080880.0,1143168.0,1374000.0,1553536.0,1769712.0,1817344.0,1794498.24,1882404.52,2629890.24,1985174.82,1659108.53,2139033.1,2003316.52,2124198.81,1871293.66,2776153.08,3237757.65,2980891.34,3611010.19,3295698.18,3558941.58,3145503.9,2882438.8,2555419.58,2706439.48,2865848.97,2634568.06,3198479.96,2479022.13,2523930.46,1954480.17,1510863.0,1134944.26,977138.56,976727.99,1006192.88,1034530.85,1015154.71,1015104.33,1001317.07,1075238.06,1057248.86,1108508.22,1024422.73,1104519.01,1112391.82,1167219.0,1322771.19,1553870.18,1538610.35,1856679.45,1864546.49,1770736.89,1914801.31,2187138.28,2179921.2,2439919.27,2633894.8,3107350.73,2980773.65,3873776.12,8253625.15,9018443.03,9806425.79,10274374.38
